Product_ID,Product_Name,Supplier_Region,Lead_Time_Days,Order_Volume_Units,Cost_per_Unit,Supply_Risk_Score,Profit_Impact_Score,Environmental_Impact,Single_Source_Risk,Kraljic_Category
P368,Catalysts,Asia,60,70,215.84,4,1,4,Yes,Bottleneck
P369,Specialty Gases,Europe,87,123,119.97,4,2,4,Yes,Bottleneck
P370,Catalysts,Europe,49,436,106.28,5,1,3,Yes,Bottleneck
P371,Rare Earth Metals,Europe,64,279,203.81,5,1,3,Yes,Bottleneck
P372,Catalysts,Europe,13,236,103.39,3,2,3,Yes,Bottleneck
P373,Catalysts,Asia,83,104,168.36,5,2,4,Yes,Bottleneck
P374,Customized Valves,Asia,65,209,235.12,4,1,3,Yes,Bottleneck
P375,Catalysts,Asia,50,206,242.03,5,2,4,Yes,Bottleneck
P376,Specialty Gases,Europe,21,168,298.04,5,3,3,Yes,Bottleneck
P377,Catalysts,Europe,31,108,173.14,4,2,4,Yes,Bottleneck
P378,Specialty Gases,Asia,71,230,155.25,5,2,4,Yes,Bottleneck
P379,Rare Earth Metals,Asia,32,487,167.47,3,2,4,Yes,Bottleneck
P380,Rare Earth Metals,Asia,33,410,199.46,5,1,3,Yes,Bottleneck
P381,Specialty Gases,Europe,68,326,200.12,4,2,4,Yes,Bottleneck
P382,Specialty Gases,Europe,39,272,136.06,4,1,4,Yes,Bottleneck
P383,Rare Earth Metals,Europe,54,60,258.63,4,2,3,Yes,Bottleneck
P384,Catalysts,Europe,61,381,296.23,5,2,3,Yes,Bottleneck
P385,Specialty Gases,Asia,23,309,296.24,4,2,4,Yes,Bottleneck
P386,Customized Valves,Europe,71,467,290.58,4,2,3,Yes,Bottleneck
P387,Customized Valves,Europe,80,137,132.54,3,1,4,Yes,Bottleneck
P388,Catalysts,Europe,61,475,285.24,4,2,3,Yes,Bottleneck
P389,Catalysts,Europe,16,204,150.76,4,1,3,Yes,Bottleneck
P390,Catalysts,Europe,77,204,179.57,3,1,4,No,Bottleneck
P391,Rare Earth Metals,Asia,84,143,118.14,5,2,3,Yes,Bottleneck
P392,Rare Earth Metals,Asia,64,230,150.2,5,1,3,Yes,Bottleneck
P393,Specialty Gases,Asia,71,315,120.36,3,2,3,Yes,Bottleneck
P394,Rare Earth Metals,Europe,27,474,235.91,5,3,3,Yes,Bottleneck
P395,Customized Valves,Asia,46,158,267.93,5,2,4,Yes,Bottleneck
P396,Rare Earth Metals,Europe,14,411,256.07,3,1,4,Yes,Bottleneck
P397,Rare Earth Metals,Asia,43,95,218.76,5,2,4,Yes,Bottleneck
P398,Rare Earth Metals,Europe,10,89,262.18,3,1,3,Yes,Bottleneck
P399,Customized Valves,Asia,59,230,192.66,4,2,4,Yes,Bottleneck
P400,Specialty Gases,Asia,44,237,218.09,4,2,4,Yes,Bottleneck
P401,Rare Earth Metals,Europe,42,228,146.08,4,3,4,Yes,Bottleneck
P402,Customized Valves,Asia,57,363,251.81,3,2,4,Yes,Bottleneck
P403,Specialty Gases,Europe,60,96,167.39,4,1,4,Yes,Bottleneck
P404,Rare Earth Metals,Asia,15,336,176.14,5,2,4,Yes,Bottleneck
P405,Rare Earth Metals,Asia,27,322,108.48,3,3,4,No,Bottleneck
P406,Rare Earth Metals,Asia,21,266,202.77,5,1,3,Yes,Bottleneck
P407,Catalysts,Europe,40,456,260.7,3,1,4,Yes,Bottleneck
P408,Customized Valves,Asia,69,119,128.43,5,1,4,Yes,Bottleneck
P409,Rare Earth Metals,Asia,38,232,212.41,5,3,4,Yes,Bottleneck
P410,Catalysts,Europe,39,388,176.87,5,2,3,Yes,Bottleneck
P411,Specialty Gases,Europe,55,265,119.5,4,1,3,Yes,Bottleneck
P412,Catalysts,Asia,25,332,200.96,4,2,4,Yes,Bottleneck
P413,Catalysts,Europe,28,138,275.87,5,1,4,Yes,Bottleneck
P414,Customized Valves,Europe,57,255,114.18,5,2,4,No,Bottleneck
P415,Specialty Gases,Asia,18,162,132.56,4,3,4,Yes,Bottleneck
P416,Rare Earth Metals,Europe,68,461,186.11,5,1,4,Yes,Bottleneck
P417,Specialty Gases,Asia,19,246,237.09,5,1,3,Yes,Bottleneck
P418,Catalysts,Europe,30,63,226.46,4,1,3,Yes,Bottleneck
P419,Specialty Gases,Europe,12,441,282.95,3,2,4,Yes,Bottleneck
P420,Specialty Gases,Asia,82,131,180.72,5,1,4,Yes,Bottleneck
P421,Customized Valves,Europe,28,394,141.07,4,1,3,Yes,Bottleneck
P422,Specialty Gases,Asia,26,206,115.4,3,1,3,No,Bottleneck
P423,Catalysts,Europe,85,371,118.42,5,2,4,Yes,Bottleneck
P424,Customized Valves,Europe,35,97,241.33,5,1,4,Yes,Bottleneck
P425,Catalysts,Europe,28,315,121.18,5,1,3,No,Bottleneck
P426,Catalysts,Europe,15,333,236.02,5,1,3,Yes,Bottleneck
P427,Catalysts,Europe,23,122,144.1,4,1,3,Yes,Bottleneck
P428,Specialty Gases,Asia,21,468,186.72,4,2,4,Yes,Bottleneck
P429,Catalysts,Asia,47,459,244.69,5,1,3,Yes,Bottleneck
P430,Specialty Gases,Asia,75,88,140.8,5,3,3,Yes,Bottleneck
P431,Customized Valves,Europe,22,110,112.51,4,3,4,Yes,Bottleneck
P432,Specialty Gases,Europe,83,387,166.61,5,3,4,Yes,Bottleneck
P433,Catalysts,Europe,87,370,223.36,5,1,3,Yes,Bottleneck
P434,Rare Earth Metals,Asia,15,344,259.94,4,1,3,Yes,Bottleneck
P435,Specialty Gases,Europe,46,494,190.87,5,1,4,Yes,Bottleneck
P436,Catalysts,Asia,64,384,128.88,5,3,4,Yes,Bottleneck
P437,Rare Earth Metals,Europe,61,184,218.05,5,1,3,Yes,Bottleneck
P438,Customized Valves,Europe,80,434,231.03,4,1,4,Yes,Bottleneck
P439,Catalysts,Asia,74,158,276.34,3,1,3,Yes,Bottleneck
P440,Catalysts,Asia,61,72,203.0,5,1,3,Yes,Bottleneck
P441,Specialty Gases,Europe,86,85,290.56,5,2,4,Yes,Bottleneck
P442,Rare Earth Metals,Asia,11,55,280.71,4,1,3,Yes,Bottleneck
P443,Specialty Gases,Asia,43,463,168.96,3,2,3,Yes,Bottleneck
P444,Customized Valves,Asia,12,161,238.79,3,2,3,Yes,Bottleneck
P445,Catalysts,Asia,84,338,132.27,5,3,4,Yes,Bottleneck
P446,Specialty Gases,Europe,45,469,121.07,5,1,4,Yes,Bottleneck
P447,Customized Valves,Europe,15,167,153.52,5,1,3,Yes,Bottleneck
P448,Customized Valves,Europe,56,244,274.29,3,1,4,Yes,Bottleneck
P449,Specialty Gases,Asia,70,467,274.11,3,1,3,Yes,Bottleneck
P450,Rare Earth Metals,Asia,73,331,128.57,4,1,3,Yes,Bottleneck
P451,Customized Valves,Asia,9,242,290.29,4,2,3,Yes,Bottleneck
P452,Customized Valves,Europe,86,331,144.38,3,1,4,Yes,Bottleneck
P453,Rare Earth Metals,Asia,47,282,166.73,5,2,3,Yes,Bottleneck
P454,Rare Earth Metals,Europe,14,479,102.67,5,1,4,Yes,Bottleneck
P455,Specialty Gases,Europe,51,409,136.34,4,1,4,Yes,Bottleneck
P456,Specialty Gases,Asia,73,384,260.76,5,1,4,No,Bottleneck
P457,Customized Valves,Europe,36,89,245.85,5,3,3,Yes,Bottleneck
P458,Customized Valves,Europe,54,442,268.47,4,3,4,Yes,Bottleneck
P459,Rare Earth Metals,Europe,87,363,185.21,5,2,3,Yes,Bottleneck
P460,Customized Valves,Asia,35,78,224.09,5,1,3,Yes,Bottleneck
P461,Specialty Gases,Europe,68,436,251.74,4,1,3,Yes,Bottleneck
P462,Specialty Gases,Europe,46,316,182.99,5,1,4,Yes,Bottleneck
P463,Rare Earth Metals,Asia,8,253,184.97,3,2,4,Yes,Bottleneck
P464,Specialty Gases,Europe,73,195,264.37,5,1,4,Yes,Bottleneck
P465,Specialty Gases,Europe,33,222,145.01,4,1,4,Yes,Bottleneck
P466,Catalysts,Europe,76,486,112.63,5,3,3,Yes,Bottleneck
P467,Catalysts,Asia,28,253,239.79,4,3,3,Yes,Bottleneck
P468,Specialty Gases,Europe,62,128,277.69,4,1,3,Yes,Bottleneck
P469,Specialty Gases,Europe,14,462,165.06,4,2,3,No,Bottleneck
P470,Customized Valves,Europe,37,87,241.37,5,1,4,Yes,Bottleneck
P471,Customized Valves,Asia,41,414,271.6,4,1,3,Yes,Bottleneck
P472,Catalysts,Europe,44,487,269.84,3,2,3,Yes,Bottleneck
P473,Customized Valves,Europe,9,405,224.75,5,2,4,Yes,Bottleneck
P474,Catalysts,Asia,49,388,180.47,5,2,3,Yes,Bottleneck
P475,Specialty Gases,Europe,61,325,177.85,5,1,4,Yes,Bottleneck
P476,Catalysts,Europe,48,100,142.33,4,1,3,No,Bottleneck
P477,Catalysts,Asia,88,337,200.8,5,1,3,Yes,Bottleneck
P478,Catalysts,Asia,60,182,133.47,3,1,3,Yes,Bottleneck
P479,Specialty Gases,Europe,53,376,249.56,5,1,4,Yes,Bottleneck
P480,Rare Earth Metals,Asia,85,453,133.95,5,3,4,Yes,Bottleneck
P481,Catalysts,Europe,83,215,237.14,5,1,3,Yes,Bottleneck
P482,Specialty Gases,Europe,26,341,155.4,5,1,4,Yes,Bottleneck
P483,Catalysts,Asia,13,258,146.16,4,2,4,Yes,Bottleneck
P484,Catalysts,Europe,41,481,277.22,5,1,3,Yes,Bottleneck
P485,Customized Valves,Europe,26,288,279.47,5,2,3,No,Bottleneck
P486,Catalysts,Europe,17,482,295.07,3,2,3,Yes,Bottleneck
P487,Specialty Gases,Europe,9,339,142.16,5,2,3,Yes,Bottleneck
P488,Rare Earth Metals,Europe,70,345,293.55,5,1,4,Yes,Bottleneck
P489,Catalysts,Europe,42,187,104.1,3,1,3,Yes,Bottleneck
P490,Rare Earth Metals,Europe,28,387,279.65,5,3,4,Yes,Bottleneck
P491,Specialty Gases,Europe,46,351,241.34,4,1,4,Yes,Bottleneck
P492,Catalysts,Asia,63,161,224.8,4,3,4,Yes,Bottleneck
P493,Customized Valves,Europe,82,314,183.72,5,2,4,Yes,Bottleneck
P494,Catalysts,Asia,88,368,139.85,3,1,3,Yes,Bottleneck
P495,Rare Earth Metals,Asia,54,477,198.51,4,2,4,Yes,Bottleneck
P496,Specialty Gases,Europe,87,236,239.71,4,1,3,Yes,Bottleneck
P497,Rare Earth Metals,Europe,83,237,213.55,5,1,4,Yes,Bottleneck
P498,Catalysts,Asia,86,169,126.33,5,1,4,Yes,Bottleneck
P499,Specialty Gases,Europe,16,296,215.32,5,2,4,Yes,Bottleneck
P500,Customized Valves,Asia,47,364,167.5,5,1,3,Yes,Bottleneck
P501,Standard Bolts,North America,48,4558,137.41,1,5,1,No,Leverage
P502,PVC Pipes,North America,23,1336,87.65,2,4,2,No,Leverage
P503,Packaging Material,Asia,65,5204,142.07,2,5,1,No,Leverage
P504,Steel Beams,Europe,23,6592,96.63,1,4,1,No,Leverage
P505,PVC Pipes,North America,27,2756,126.94,2,3,2,No,Leverage
P506,Packaging Material,Europe,58,7771,101.06,2,3,1,No,Leverage
P507,PVC Pipes,Asia,86,2717,93.82,2,4,1,No,Leverage
P508,Steel Beams,Asia,48,4308,96.57,2,3,2,No,Leverage
P509,PVC Pipes,North America,46,7416,106.85,1,3,1,No,Leverage
P510,Standard Bolts,Europe,17,9100,86.59,1,4,1,No,Leverage
P511,Packaging Material,North America,62,2874,146.15,1,5,1,No,Leverage
P512,PVC Pipes,Europe,42,8538,111.96,1,5,2,No,Leverage
P513,PVC Pipes,Europe,62,4176,117.81,2,5,2,No,Leverage
P514,Standard Bolts,Europe,15,3863,58.9,2,5,2,No,Leverage
P515,Standard Bolts,North America,73,7615,109.52,3,5,1,No,Leverage
P516,PVC Pipes,Europe,30,2096,56.01,3,5,2,No,Leverage
P517,Steel Beams,North America,40,1270,144.15,1,5,1,No,Leverage
P518,Standard Bolts,North America,72,8299,139.56,1,4,1,No,Leverage
P519,PVC Pipes,Europe,44,6552,110.38,1,4,2,No,Leverage
P520,Steel Beams,North America,11,6043,79.99,1,5,1,No,Leverage
P521,PVC Pipes,North America,29,9662,84.4,2,4,2,No,Leverage
P522,Packaging Material,Asia,70,5440,89.95,2,4,2,Yes,Leverage
P523,Steel Beams,North America,8,5538,57.57,1,5,1,No,Leverage
P524,Steel Beams,Asia,78,6898,111.69,2,4,2,No,Leverage
P525,Standard Bolts,Asia,62,9923,74.62,3,4,2,No,Leverage
P526,Standard Bolts,Europe,7,8000,61.57,1,5,2,No,Leverage
P527,Steel Beams,Europe,86,2449,118.88,1,5,1,No,Leverage
P528,Packaging Material,Europe,41,9848,55.18,1,4,2,No,Leverage
P529,PVC Pipes,Asia,66,4580,63.96,1,5,1,No,Leverage
P530,PVC Pipes,Asia,26,1406,57.66,1,5,1,No,Leverage
P531,PVC Pipes,Europe,13,7289,115.64,2,3,2,No,Leverage
P532,Packaging Material,Asia,25,5670,101.23,1,5,1,Yes,Leverage
P533,Packaging Material,North America,56,2895,90.32,3,5,2,No,Leverage
P534,Steel Beams,Europe,10,2956,125.0,2,5,2,No,Leverage
P535,Steel Beams,Asia,79,6313,101.83,3,5,1,Yes,Leverage
P536,Standard Bolts,Europe,86,4575,138.62,1,4,2,No,Leverage
P537,Standard Bolts,Europe,51,6316,81.48,3,5,1,No,Leverage
P538,Standard Bolts,North America,38,2657,104.03,2,5,1,No,Leverage
P539,PVC Pipes,Europe,73,1607,98.4,3,5,1,No,Leverage
P540,PVC Pipes,Asia,76,6054,147.84,1,4,2,No,Leverage
P541,Standard Bolts,Europe,66,3806,90.02,3,3,1,No,Leverage
P542,Packaging Material,Asia,36,2814,118.8,1,5,2,No,Leverage
P543,Steel Beams,Europe,64,3415,67.09,2,4,1,No,Leverage
P544,PVC Pipes,Asia,27,9307,51.66,2,5,2,No,Leverage
P545,PVC Pipes,North America,60,3941,63.55,1,4,2,No,Leverage
P546,Standard Bolts,Europe,53,2553,107.39,1,4,1,Yes,Leverage
P547,Standard Bolts,Asia,78,6877,108.84,3,5,2,Yes,Leverage
P548,Standard Bolts,North America,23,5670,101.32,1,5,2,Yes,Leverage
P549,Standard Bolts,Europe,82,9711,72.61,1,5,1,Yes,Leverage
P550,Steel Beams,North America,73,1969,71.11,1,3,1,Yes,Leverage
P551,Standard Bolts,North America,35,8954,102.99,3,5,1,No,Leverage
P552,Packaging Material,Europe,36,4969,84.66,1,5,2,No,Leverage
P553,Steel Beams,Asia,25,2909,130.29,1,5,1,No,Leverage
P554,PVC Pipes,Europe,26,9339,117.24,2,4,1,No,Leverage
P555,Standard Bolts,North America,13,2859,86.05,2,3,1,No,Leverage
P556,Packaging Material,North America,16,6308,129.38,1,5,1,No,Leverage
P557,PVC Pipes,Asia,7,6983,116.54,1,5,2,No,Leverage
P558,Standard Bolts,North America,53,9497,127.95,2,3,2,Yes,Leverage
P559,Packaging Material,Asia,73,7553,129.15,2,4,1,No,Leverage
P560,Packaging Material,Europe,44,3229,138.96,1,5,2,No,Leverage
P561,Packaging Material,North America,48,9635,72.63,1,5,2,No,Leverage
P562,Standard Bolts,Asia,86,8701,63.1,2,4,1,No,Leverage
P563,PVC Pipes,Europe,54,7155,109.41,1,5,2,No,Leverage
P564,Packaging Material,Europe,18,2409,127.75,1,5,1,No,Leverage
P565,Steel Beams,Europe,20,1279,106.39,1,5,1,Yes,Leverage
P566,PVC Pipes,Europe,86,7135,90.66,2,5,2,No,Leverage
P567,Steel Beams,North America,75,8697,129.22,3,5,2,No,Leverage
P568,Packaging Material,North America,20,3014,62.78,1,5,2,No,Leverage
P569,Steel Beams,Asia,33,6675,63.46,1,4,1,No,Leverage
P570,Packaging Material,North America,23,3253,78.83,2,5,1,No,Leverage
P571,Packaging Material,Asia,79,5054,51.29,2,4,2,No,Leverage
P572,Steel Beams,Asia,7,4861,104.89,1,5,2,No,Leverage
P573,Packaging Material,North America,22,5078,58.1,2,4,2,No,Leverage
P574,Standard Bolts,North America,35,4966,96.38,1,5,2,No,Leverage
P575,Packaging Material,Asia,82,3994,81.52,1,5,1,No,Leverage
P576,Packaging Material,Asia,19,1242,125.35,1,5,2,No,Leverage
P577,Steel Beams,Asia,32,3158,78.45,3,4,1,No,Leverage
P578,Standard Bolts,Asia,84,5306,104.14,2,5,2,No,Leverage
P579,Standard Bolts,Europe,48,3657,132.01,2,5,1,No,Leverage
P580,Packaging Material,Asia,67,2466,130.99,2,5,2,No,Leverage
P581,Packaging Material,Europe,19,9106,120.17,1,4,1,No,Leverage
P582,Steel Beams,Europe,51,6599,80.3,2,5,1,No,Leverage
P583,Standard Bolts,North America,42,9504,107.97,3,4,2,No,Leverage
P584,PVC Pipes,Europe,85,1272,115.81,1,3,1,No,Leverage
P585,PVC Pipes,Europe,70,1506,91.48,2,4,1,No,Leverage
P586,Standard Bolts,Asia,58,2192,123.05,1,5,2,No,Leverage
P587,Steel Beams,Europe,77,2539,89.17,1,4,1,No,Leverage
P588,PVC Pipes,Asia,38,1919,59.86,3,5,1,No,Leverage
P589,PVC Pipes,Asia,10,2436,67.21,2,5,2,No,Leverage
P590,Steel Beams,Europe,81,9111,143.96,1,4,1,No,Leverage
P591,PVC Pipes,North America,12,1692,132.87,3,5,1,No,Leverage
P592,PVC Pipes,Europe,48,9210,130.17,1,5,1,No,Leverage
P593,Steel Beams,Europe,35,1861,128.59,1,5,1,No,Leverage
P594,Steel Beams,Europe,13,6811,85.15,1,5,1,No,Leverage
P595,Standard Bolts,North America,28,5675,125.21,2,4,1,No,Leverage
P596,PVC Pipes,Asia,20,4096,113.15,3,5,1,No,Leverage
P597,Standard Bolts,North America,48,9456,72.05,3,4,2,No,Leverage
P598,Steel Beams,Asia,16,4854,72.68,3,5,1,No,Leverage
P599,Packaging Material,North America,14,6515,109.8,2,5,1,No,Leverage
P600,Packaging Material,North America,73,7019,64.53,2,4,1,Yes,Leverage
P601,Packaging Material,Europe,28,2016,75.81,1,4,1,Yes,Leverage
P602,Packaging Material,North America,18,3313,95.12,1,4,1,No,Leverage
P603,Steel Beams,Asia,75,4917,62.33,2,5,1,No,Leverage
P604,Standard Bolts,Asia,62,2819,142.81,1,5,2,No,Leverage
P605,Standard Bolts,Asia,86,8235,91.37,2,4,2,No,Leverage
P606,Packaging Material,Europe,88,4340,89.31,2,5,1,Yes,Leverage
P607,PVC Pipes,North America,61,5270,61.24,2,5,1,No,Leverage
P608,Standard Bolts,North America,57,7681,82.49,1,3,2,No,Leverage
P609,Standard Bolts,Asia,25,8669,68.09,2,4,1,No,Leverage
P610,Packaging Material,Europe,46,6296,136.64,2,5,1,No,Leverage
P611,Packaging Material,Asia,78,7453,111.86,1,4,2,No,Leverage
P612,Packaging Material,North America,29,3841,107.18,1,4,2,No,Leverage
P613,Standard Bolts,Asia,85,6014,98.38,2,5,2,No,Leverage
P614,Steel Beams,Asia,48,2882,69.88,2,5,1,No,Leverage
P615,Standard Bolts,North America,27,3693,106.39,1,5,1,No,Leverage
P616,PVC Pipes,North America,64,7772,63.05,2,4,2,No,Leverage
P617,PVC Pipes,Asia,46,8164,140.8,1,5,2,Yes,Leverage
P618,Standard Bolts,North America,68,6650,97.16,1,5,2,No,Leverage
P619,Steel Beams,North America,25,5603,52.26,2,3,2,No,Leverage
P620,Standard Bolts,Asia,86,6618,124.99,1,4,1,No,Leverage
P621,Packaging Material,North America,54,9536,88.47,2,4,1,No,Leverage
P622,Standard Bolts,North America,21,7899,67.18,1,5,2,No,Leverage
P623,Packaging Material,Asia,58,7297,116.89,2,4,2,No,Leverage
P624,Steel Beams,Europe,67,1622,106.46,1,4,2,No,Leverage
P625,Standard Bolts,North America,48,8533,113.85,2,5,2,No,Leverage
P626,Steel Beams,North America,62,1548,91.63,3,5,2,No,Leverage
P627,Packaging Material,Asia,37,2174,147.66,1,5,1,No,Leverage
P628,PVC Pipes,Europe,76,5588,55.45,3,5,2,No,Leverage
P629,Standard Bolts,Asia,66,3933,92.75,2,5,2,No,Leverage
P630,Standard Bolts,Asia,41,5479,142.15,1,5,2,No,Leverage
P631,Standard Bolts,North America,57,6731,115.77,1,5,1,Yes,Leverage
P632,Packaging Material,North America,33,7738,110.0,1,5,2,No,Leverage
P633,PVC Pipes,Europe,87,1913,64.67,1,5,1,No,Leverage
P634,PVC Pipes,Asia,84,8037,101.06,2,3,2,Yes,Leverage
P635,Standard Bolts,Asia,77,2894,82.88,2,5,2,No,Leverage
P636,Steel Beams,Asia,13,2335,109.78,2,4,2,No,Leverage
P637,Standard Bolts,Asia,39,5267,71.77,1,3,1,No,Leverage
P638,PVC Pipes,North America,68,6818,107.78,2,5,1,No,Leverage
P639,Standard Bolts,Asia,84,2340,117.1,2,5,1,No,Leverage
P640,PVC Pipes,Asia,53,7414,146.14,2,4,2,No,Leverage
P641,Steel Beams,Europe,7,9543,127.55,1,4,1,No,Leverage
P642,PVC Pipes,North America,70,8265,85.72,3,5,2,No,Leverage
P643,Steel Beams,Europe,22,5435,56.31,2,4,1,No,Leverage
P644,PVC Pipes,Europe,12,8440,91.9,1,5,2,No,Leverage
P645,Steel Beams,North America,63,2551,93.53,1,4,1,Yes,Leverage
P646,PVC Pipes,North America,24,8893,141.5,1,5,2,No,Leverage
P647,Standard Bolts,Europe,65,1215,93.05,2,5,2,No,Leverage
P648,Packaging Material,Europe,62,4510,73.45,1,5,2,No,Leverage
P649,Steel Beams,Asia,87,4020,130.24,1,5,1,No,Leverage
P650,Standard Bolts,Asia,13,3809,117.16,3,4,2,No,Leverage
P651,Packaging Material,Europe,27,6187,128.25,3,4,2,No,Leverage
P652,PVC Pipes,Asia,44,2867,50.7,2,5,2,No,Leverage
P653,Packaging Material,Asia,63,5631,74.12,1,5,2,Yes,Leverage
P654,Standard Bolts,North America,48,4605,86.33,3,3,1,No,Leverage
P655,PVC Pipes,Europe,85,4830,83.93,2,3,2,No,Leverage
P656,PVC Pipes,Europe,7,2910,121.79,3,5,1,No,Leverage
P657,Packaging Material,North America,67,7464,61.87,1,5,1,No,Leverage
P658,PVC Pipes,North America,13,1585,101.18,3,5,2,No,Leverage
P659,Packaging Material,Europe,25,8329,100.37,1,5,2,No,Leverage
P660,PVC Pipes,North America,64,2861,81.03,2,5,2,No,Leverage
P661,PVC Pipes,Asia,32,6398,72.05,2,5,1,No,Leverage
P662,Steel Beams,North America,86,9895,67.91,1,5,1,No,Leverage
P663,Standard Bolts,Asia,40,9092,97.77,3,3,2,No,Leverage
P664,Steel Beams,Asia,7,8481,141.76,2,3,2,No,Leverage
P665,Steel Beams,Europe,66,4174,113.56,2,4,2,No,Leverage
P666,Steel Beams,North America,33,5078,146.77,2,5,2,No,Leverage
P667,Packaging Material,Europe,21,5593,96.9,2,4,2,No,Leverage
P668,Steel Beams,North America,44,1992,52.53,2,4,1,Yes,Leverage
P669,Steel Beams,North America,68,5704,64.72,1,4,1,No,Leverage
P670,Packaging Material,Europe,27,5212,142.61,2,4,2,No,Leverage
P671,PVC Pipes,North America,23,9044,105.4,1,4,1,No,Leverage
P672,Steel Beams,Asia,83,8505,61.49,3,3,1,No,Leverage
P673,Standard Bolts,North America,52,5626,71.66,1,4,2,No,Leverage
P674,Packaging Material,North America,55,1786,132.94,2,5,1,No,Leverage
P675,Standard Bolts,Europe,60,8011,148.58,2,3,1,No,Leverage
P676,PVC Pipes,North America,22,3511,52.0,2,4,2,No,Leverage
P677,Packaging Material,North America,51,3713,124.94,2,3,2,No,Leverage
P678,Packaging Material,Europe,50,3506,146.73,1,4,2,No,Leverage
P679,Steel Beams,Europe,85,8067,75.22,1,4,2,Yes,Leverage
P680,Steel Beams,Asia,61,6499,133.91,1,5,2,No,Leverage
P681,Packaging Material,North America,83,9269,135.56,2,5,2,No,Leverage
P682,Packaging Material,North America,54,5275,60.82,3,5,1,No,Leverage
P683,Standard Bolts,North America,70,7500,136.96,3,5,2,No,Leverage
P684,Standard Bolts,North America,32,4364,120.66,2,3,1,No,Leverage
P685,Steel Beams,North America,20,5517,133.65,3,5,2,No,Leverage
P686,Standard Bolts,North America,23,1363,143.02,2,5,1,No,Leverage
P687,Steel Beams,Europe,10,4840,131.16,1,5,2,Yes,Leverage
P688,PVC Pipes,North America,69,6200,142.26,2,5,2,No,Leverage
P689,Steel Beams,North America,14,3567,98.98,1,4,2,No,Leverage
P690,Packaging Material,North America,56,6645,93.62,1,4,2,No,Leverage
P691,PVC Pipes,Europe,68,6413,142.26,1,5,2,No,Leverage
P692,PVC Pipes,North America,63,6682,112.35,2,3,2,No,Leverage
P693,PVC Pipes,Europe,58,9119,97.54,2,5,2,No,Leverage
P694,PVC Pipes,Europe,37,5938,107.68,3,4,1,Yes,Leverage
P695,Packaging Material,North America,57,7401,144.38,1,5,2,No,Leverage
P696,PVC Pipes,Europe,58,8933,115.38,1,5,2,No,Leverage
P697,Steel Beams,North America,88,4235,147.01,1,5,1,No,Leverage
P698,Steel Beams,Europe,14,4381,70.15,1,3,2,No,Leverage
P699,PVC Pipes,North America,64,6533,111.04,2,5,2,No,Leverage
P700,PVC Pipes,North America,13,2131,140.62,1,5,2,No,Leverage
P701,PVC Pipes,North America,19,8318,84.59,3,4,2,No,Leverage
P702,Steel Beams,Asia,13,6288,121.92,1,5,1,No,Leverage
P703,Packaging Material,Europe,32,6262,79.8,1,5,2,No,Leverage
P704,Steel Beams,Asia,29,7639,82.62,2,3,1,No,Leverage
P705,Standard Bolts,Europe,15,5711,126.91,1,5,2,No,Leverage
P706,Packaging Material,Europe,83,5379,113.46,1,5,2,No,Leverage
P707,Standard Bolts,North America,62,3637,117.66,1,5,1,No,Leverage
P708,Steel Beams,North America,60,7520,142.94,1,5,1,No,Leverage
P709,Standard Bolts,North America,42,4985,145.46,3,5,2,No,Leverage
P710,Steel Beams,Asia,84,5753,136.95,1,5,1,No,Leverage
P711,Packaging Material,North America,7,9625,63.33,1,4,1,No,Leverage
P712,Standard Bolts,Europe,45,1250,61.82,2,5,1,No,Leverage
P713,PVC Pipes,North America,8,2173,116.47,2,5,2,No,Leverage
P714,Steel Beams,Europe,86,6287,116.13,3,4,2,No,Leverage
P715,Steel Beams,Europe,55,8619,136.44,2,4,2,No,Leverage
P716,Packaging Material,Europe,29,8211,91.72,1,5,1,No,Leverage
P717,Packaging Material,Europe,84,4057,90.17,1,4,1,No,Leverage
P718,PVC Pipes,North America,40,9210,121.54,1,5,1,No,Leverage
P719,PVC Pipes,North America,16,5137,148.81,1,4,1,No,Leverage
P720,PVC Pipes,North America,36,8572,120.56,2,5,2,No,Leverage
P721,Steel Beams,North America,69,4129,54.71,1,5,1,No,Leverage
P722,Standard Bolts,Asia,16,6111,51.05,1,5,1,No,Leverage
P723,Standard Bolts,Asia,26,5025,139.39,2,5,1,No,Leverage
P724,PVC Pipes,North America,71,2812,145.89,1,5,2,No,Leverage
P725,Steel Beams,North America,61,1551,107.85,1,4,1,No,Leverage
P726,Packaging Material,Asia,83,5052,58.7,2,5,2,No,Leverage
P727,Steel Beams,Asia,65,7354,50.62,1,4,2,Yes,Leverage
P728,Packaging Material,Asia,45,9449,52.4,1,3,1,No,Leverage
P729,PVC Pipes,Europe,36,6670,103.82,1,4,2,Yes,Leverage
P730,Packaging Material,North America,63,3243,55.91,2,5,1,No,Leverage
P731,Standard Bolts,North America,38,1343,87.1,1,5,1,No,Leverage
P732,Packaging Material,Asia,82,6819,53.24,2,3,1,No,Leverage
P733,Packaging Material,Asia,24,7784,72.44,1,5,2,No,Leverage
P734,Packaging Material,North America,40,7673,107.12,2,5,1,No,Leverage
P735,Standard Bolts,Europe,41,7654,63.14,3,5,1,No,Leverage
P736,PVC Pipes,Europe,28,7310,84.81,2,5,2,No,Leverage
P737,Standard Bolts,North America,63,4382,123.65,1,5,2,No,Leverage
P738,Standard Bolts,Asia,80,5273,82.07,2,5,2,No,Leverage
